states,words,logit_seq,reset_bool,ind_seq,state_list_sm
[ 0.11936852 -0.3099222 ],0,[-0.92615914  0.53695226],1,0,[0.18799191 0.81200809]
[-0.23747337 -0.15227689],1,[-1.4471036  1.0276645],0,0,[0.07764607 0.92235393]
[-0.27774405 -0.46057558],0,[-2.9011242  1.9719737],0,0,[0.00759156 0.99240844]
[-0.67760915 -0.23082635],1,[-3.2576914  2.3771048],0,0,[0.0035587 0.9964413]
[-0.8045134  -0.09874199],1,[-3.1176882  2.3443823],0,0,[0.00422682 0.99577318]
[-0.5610004 -0.643721 ],0,[-4.633682   3.2018821],0,0,[0.00039526 0.99960474]
[-0.83146244 -0.30950183],1,[-4.1097426  2.9884348],0,0,[0.00082593 0.99917407]
[-0.708125   -0.70271456],0,[-5.3789787  3.7422023],0,0,[0.00010931 0.99989069]
[-0.8852045  -0.34666246],1,[-4.4487824  3.2283614],0,0,[0.00046308 0.99953692]
[-0.9108074  -0.18474407],1,[-3.8417587  2.8530078],0,0,[0.00123584 0.99876416]
[-0.6827822 -0.6925261],0,[-5.2504845  3.6490574],0,0,[0.00013643 0.99986357]
[-0.7947586 -0.6693564],0,[-5.5264816  3.8747344],0,0,[0.00008262 0.99991738]
[-0.82831055 -0.7094052 ],0,[-5.81024    4.0704546],0,0,[0.00005115 0.99994885]
[-0.85100824 -0.72176504],0,[-5.939163  4.162696],0,0,[0.000041 0.999959]
[-0.8633196 -0.7298253],0,[-6.0148945  4.216425 ],0,1,[0.00003602 0.99996398]
[ 0.11936852 -0.3099222 ],0,[-0.92615914  0.53695226],1,0,[0.18799191 0.81200809]
[-0.23747337 -0.15227689],1,[-1.4471036  1.0276645],0,0,[0.07764607 0.92235393]
[-0.27774405 -0.46057558],0,[-2.9011242  1.9719737],0,0,[0.00759156 0.99240844]
[-0.54084486 -0.5075077 ],0,[-3.9833462  2.7785697],0,0,[0.00115567 0.99884433]
[-0.80790544 -0.2730437 ],1,[-3.8748317  2.8282845],0,0,[0.00122558 0.99877442]
[-0.8660034  -0.12155695],1,[-3.4213035  2.565188 ],0,0,[0.00250617 0.99749383]
[-0.6094382 -0.6638235],0,[-4.8819656  3.3816254],0,0,[0.00025767 0.99974233]
[-0.8499097 -0.3212698],1,[-4.2218947  3.0680988],0,0,[0.00068187 0.99931813]
[-0.7228627 -0.7091289],0,[-5.4557962  3.7977033],0,0,[0.00009577 0.99990423]
[-0.89033926 -0.35066846],1,[-4.4831247  3.2525268],0,0,[0.00043678 0.99956322]
[-0.91368604 -0.18795258],1,[-3.8651307  2.86918  ],0,0,[0.00118798 0.99881202]
[-0.8993911   0.00552394],1,[-2.9894183  2.304883 ],0,0,[0.00499504 0.99500496]
[-0.8322162   0.28565818],1,[-1.5657723  1.367953 ],0,0,[0.05051136 0.94948864]
[-0.20780924 -0.36129576],0,[-2.2420492  1.5209396],0,0,[0.02268758 0.97731242]
[-0.59978545 -0.18910578],1,[-2.8184655  2.0626302],0,1,[0.00753154 0.99246846]
[ 0.11936852 -0.3099222 ],0,[-0.92615914  0.53695226],1,0,[0.18799191 0.81200809]
[-0.23747337 -0.15227689],1,[-1.4471036  1.0276645],0,0,[0.07764607 0.92235393]
[-0.51545453 -0.07707272],1,[-2.056595   1.5396961],0,0,[0.02669318 0.97330682]
[-0.66914517  0.04144428],1,[-2.0643792  1.6130534],0,0,[0.02466411 0.97533589]
[-0.37208474 -0.5531776 ],0,[-3.613389   2.4677577],0,0,[0.00228034 0.99771966]
[-0.7450266  -0.26361105],1,[-3.6238222  2.6403775],0,0,[0.00189962 0.99810038]
[-0.8390725  -0.12193602],1,[-3.3327043  2.4967542],0,0,[0.00293105 0.99706895]
[-0.5951573 -0.658842 ],0,[-4.812809   3.3312087],0,0,[0.00029038 0.99970962]
[-0.7565793 -0.6360375],0,[-5.2560167  3.6854243],0,0,[0.00013084 0.99986916]
[-0.8057866 -0.6956966],0,[-5.6761274  3.9749851],0,0,[0.00006435 0.99993565]
[-0.9156995 -0.3629312],1,[-4.6205525  3.351371 ],0,0,[0.0003449 0.9996551]
[-0.9275273  -0.19669005],1,[-3.9488854  2.9287014],0,0,[0.00102957 0.99897043]
[-0.70552164 -0.69906384],0,[-5.354637  3.725535],0,0,[0.00011389 0.99988611]
[-0.8040684  -0.67778987],0,[-5.593755   3.9217386],0,0,[0.0000737 0.9999263]
[-0.91389143 -0.35823905],1,[-4.594419   3.3339164],0,1,[0.00036026 0.99963974]
[ 0.11936852 -0.3099222 ],0,[-0.92615914  0.53695226],1,0,[0.18799191 0.81200809]
[-0.03433946 -0.34290862],0,[-1.582235   1.0233576],0,0,[0.06877936 0.93122064]
[-0.25336388 -0.40403214],0,[-2.577517   1.7549467],0,0,[0.01296485 0.98703515]
[-0.6463041  -0.21191058],1,[-3.071882   2.2447896],0,0,[0.00488508 0.99511492]
[-0.57565707 -0.6331843 ],0,[-4.6377    3.210965],0,0,[0.00039012 0.99960988]
[-0.74312526 -0.62858087],0,[-5.179039  3.630393],0,0,[0.0001493 0.9998507]
[-0.8906057  -0.33537534],1,[-4.418583   3.2115245],0,0,[0.00048537 0.99951463]
[-0.75258946 -0.72099876],0,[-5.6061716  3.9067397],0,0,[0.00007389 0.99992611]
[-0.9005729 -0.3586411],1,[-4.551521   3.3006577],0,0,[0.00038875 0.99961125]
[-0.9194882  -0.19431698],1,[-3.9117997  2.9014957],0,0,[0.00109786 0.99890214]
[-0.9043946  -0.00148479],1,[-3.0361686  2.3368957],0,0,[0.00461846 0.99538154]
[-0.54128736 -0.6158791 ],0,[-4.448515   3.0751352],0,0,[0.00053987 0.99946013]
[-0.82147527 -0.30012414],1,[-4.0361605  2.9371095],0,0,[0.00093571 0.99906429]
[-0.8764669  -0.14752199],1,[-3.5674534  2.6629593],0,0,[0.00196477 0.99803523]
[-0.86831003  0.05042031],1,[-2.6931965  2.1023219],0,1,[0.00819893 0.99180107]
[ 0.11936852 -0.3099222 ],0,[-0.92615914  0.53695226],1,0,[0.18799191 0.81200809]
[-0.23747337 -0.15227689],1,[-1.4471036  1.0276645],0,0,[0.07764607 0.92235393]
[-0.27774405 -0.46057558],0,[-2.9011242  1.9719737],0,0,[0.00759156 0.99240844]
[-0.67760915 -0.23082635],1,[-3.2576914  2.3771048],0,0,[0.0035587 0.9964413]
[-0.60089797 -0.64655113],0,[-4.779452   3.3125112],0,0,[0.00030589 0.99969411]
[-0.8456339  -0.31685314],1,[-4.1886725  3.0450296],0,0,[0.00072132 0.99927868]
[-0.71858376 -0.70738304],0,[-5.4339914  3.7819066],0,0,[0.00009944 0.99990056]
[-0.88885945 -0.34952202],1,[-4.473262   3.2455845],0,0,[0.00044418 0.99955582]
[-0.7579883 -0.7227012],0,[-5.631542   3.9253068],0,0,[0.00007071 0.99992929]
[-0.90238565 -0.36004406],1,[-4.5635967  3.309158 ],0,0,[0.00038084 0.99961916]
[-0.92052644 -0.1954325 ],1,[-3.9200509  2.9072149],0,0,[0.00108264 0.99891736]
[-0.69797   -0.6974173],0,[-5.3222933  3.7015674],0,0,[0.00012049 0.99987951]
[-0.8816152  -0.34334934],1,[-4.4225826  3.210071 ],0,0,[0.00048414 0.99951586]
[-0.75068885 -0.7200952 ],0,[-5.595938   3.8993742],0,0,[0.0000752 0.9999248]
[-0.89990157 -0.35811874],1,[-4.547037  3.297502],0,1,[0.00039173 0.99960827]
[-0.10572674  0.03055959],1,[-0.223441    0.18941122],1,0,[0.39822841 0.60177159]
[-0.21563956  0.07525399],1,[-0.40042758  0.3510883 ],0,0,[0.32049109 0.67950891]
[-0.30155912  0.14945237],1,[-0.37079626  0.3704469 ],0,0,[0.32273236 0.67726764]
[-0.31684566  0.27187502],1,[0.10179889 0.07614958],0,0,[0.50641198 0.49358802]
[-0.19203374  0.4465614 ],1,[ 1.2673578  -0.72199845],0,0,[0.87967502 0.12032498]
[0.14610507 0.6237525 ],1,[ 3.1583006 -2.0772421],0,0,[0.99470426 0.00529574]
[0.5426716 0.710461 ],1,[ 4.857837  -3.3365393],0,0,[0.99972387 0.00027613]
[0.7564163  0.69159836],1,[ 5.4931974 -3.8364644],0,0,[0.99991126 0.00008874]
[0.84421736 0.6374114 ],1,[ 5.5554914 -3.9152284],0,0,[0.99992293 0.00007707]
[0.8184406 0.5449491],0,[ 5.0735207 -3.5966828],0,0,[0.99982841 0.00017159]
[0.8248439 0.3841049],0,[ 4.406772  -3.1747332],0,0,[0.99949047 0.00050953]
[0.8921445 0.2818043],1,[ 4.1945252 -3.0694573],0,0,[0.99930018 0.00069982]
[0.91442305 0.1993017 ],1,[ 3.916159 -2.902019],0,0,[0.99890748 0.00109252]
[0.9109902  0.11748002],0,[ 3.5545702 -2.6701155],0,0,[0.99802397 0.00197603]
[0.9282212 0.064671 ],1,[ 3.3863435 -2.570603 ],0,1,[0.99741888 0.00258112]
[-0.10572674  0.03055959],1,[-0.223441    0.18941122],1,0,[0.39822841 0.60177159]
[ 0.0398243 -0.3508714],0,[-1.3678489  0.8537622],0,0,[0.09782652 0.90217348]
[-0.17465782 -0.37725326],0,[-2.1992655  1.4789276],0,0,[0.02464583 0.97535417]
[-0.5823349  -0.19690762],1,[-2.7933857  2.038885 ],0,0,[0.00790541 0.99209459]
[-0.75376344 -0.0789067 ],1,[-2.8628016  2.1594036],0,0,[0.00654683 0.99345317]
[-0.5221421 -0.6256407],0,[-4.4261427  3.0523612],0,0,[0.00056478 0.99943522]
[-0.72144336 -0.6077064 ],0,[-5.017088  3.517561],0,0,[0.0001965 0.9998035]
[-0.7857034  -0.68300545],0,[-5.5545454  3.888585 ],0,0,[0.00007923 0.99992077]
[-0.9084271  -0.35627177],1,[-4.5676956  3.3144584],0,0,[0.00037728 0.99962272]
[-0.92311174 -0.19119535],1,[-3.9105825  2.9023328],0,0,[0.00109828 0.99890172]
[-0.9061786   0.00375531],1,[-3.0197244  2.3272123],0,0,[0.00474014 0.99525986]
[-0.5382947 -0.6131734],0,[-4.4269123  3.06004  ],0,0,[0.00056003 0.99943997]
[-0.82009554 -0.29906943],1,[-4.0270257  2.9306753],0,0,[0.00095038 0.99904962]
[-0.8757221  -0.14665838],1,[-3.5612633  2.6586843],0,0,[0.0019854 0.9980146]
[-0.6329354 -0.674176 ],0,[-5.0049787  3.4704566],0,1,[0.00020848 0.99979152]
[ 0.11936852 -0.3099222 ],0,[-0.92615914  0.53695226],1,0,[0.18799191 0.81200809]
[-0.03433946 -0.34290862],0,[-1.582235   1.0233576],0,0,[0.06877936 0.93122064]
[-0.25336388 -0.40403214],0,[-2.577517   1.7549467],0,0,[0.01296485 0.98703515]
[-0.6463041  -0.21191058],1,[-3.071882   2.2447896],0,0,[0.00488508 0.99511492]
[-0.57565707 -0.6331843 ],0,[-4.6377    3.210965],0,0,[0.00039012 0.99960988]
[-0.83571047 -0.3100768 ],1,[-4.1264343  3.0009599],0,0,[0.00080216 0.99919784]
[-0.8840084  -0.15546356],1,[-3.6266975  2.7040615],0,0,[0.00177752 0.99822248]
[-0.64414626 -0.6785716 ],0,[-5.061343   3.5113573],0,0,[0.00018917 0.99981083]
[-0.8626881  -0.33010784],1,[-4.3025184  3.125153 ],0,0,[0.00059422 0.99940578]
[-0.7337537 -0.7135919],0,[-5.5113783  3.8379624],0,0,[0.00008702 0.99991298]
[-0.8940994  -0.35360122],1,[-4.50827    3.2702208],0,0,[0.00041847 0.99958153]
[-0.9158073  -0.19029705],1,[-3.8822684  2.8810427],0,0,[0.00115406 0.99884594]
[-0.69052655 -0.69507045],0,[-5.2873154  3.6759696],0,0,[0.00012801 0.99987199]
[-0.879046  -0.3415423],1,[-4.4062433  3.198518 ],0,0,[0.00049783 0.99950217]
[-0.9073307  -0.18058814],1,[-3.8123298  2.8327107],0,1,[0.00129877 0.99870123]
[-0.10572674  0.03055959],1,[-0.223441    0.18941122],1,0,[0.39822841 0.60177159]
[-0.21563956  0.07525399],1,[-0.40042758  0.3510883 ],0,0,[0.32049109 0.67950891]
[-0.01622077 -0.38596264],0,[-1.7057496  1.093988 ],0,0,[0.05733836 0.94266164]
[-0.44913965 -0.18533428],1,[-2.2976494  1.6637645],0,0,[0.01868057 0.98131943]
[-0.6821076  -0.08588194],1,[-2.6525922  1.993585 ],0,0,[0.00950697 0.99049303]
[-0.49552134 -0.61084956],0,[-4.273674   2.9433727],0,0,[0.00073343 0.99926657]
[-0.8042532  -0.29307935],1,[-3.9483228  2.8734818],0,0,[0.00108857 0.99891143]
[-0.687566   -0.69312865],0,[-5.2690887  3.6630397],0,0,[0.00013206 0.99986794]
[-0.79652333 -0.6715306 ],0,[-5.5416965  3.8852136],0,0,[0.00008052 0.99991948]
[-0.911028   -0.35535362],1,[-4.5724807  3.3186643],0,0,[0.0003739 0.9996261]
[-0.77605176 -0.7286954 ],0,[-5.717704   3.9882412],0,0,[0.00006092 0.99993908]
[-0.9085182 -0.3647334],1,[-4.6042056  3.3377602],0,0,[0.00035538 0.99964462]
[-0.924058   -0.19914985],1,[-3.9477873  2.926458 ],0,0,[0.00103301 0.99896699]
[-0.7036117 -0.6991235],0,[-5.3484936  3.7207708],0,0,[0.00011514 0.99988486]
[-0.88355297 -0.34470975],1,[-4.4348946  3.2187781],0,1,[0.00047407 0.99952593]
[-0.10572674  0.03055959],1,[-0.223441    0.18941122],1,0,[0.39822841 0.60177159]
[ 0.0398243 -0.3508714],0,[-1.3678489  0.8537622],0,0,[0.09782652 0.90217348]
[-0.17465782 -0.37725326],0,[-2.1992655  1.4789276],0,0,[0.02464583 0.97535417]
[-0.5823349  -0.19690762],1,[-2.7933857  2.038885 ],0,0,[0.00790541 0.99209459]
[-0.75376344 -0.0789067 ],1,[-2.8628016  2.1594036],0,0,[0.00654683 0.99345317]
[-0.5221421 -0.6256407],0,[-4.4261427  3.0523612],0,0,[0.00056478 0.99943522]
[-0.8157363  -0.29991254],1,[-4.0160294  2.921729 ],0,0,[0.0009695 0.9990305]
[-0.69611514 -0.6971993 ],0,[-5.3151464  3.6961884],0,0,[0.000122 0.999878]
[-0.8003702 -0.6747578],0,[-5.568392   3.9039338],0,0,[0.00007695 0.99992305]
[-0.83177024 -0.7114337 ],0,[-5.830509   4.0849085],0,0,[0.0000494 0.9999506]
[-0.92506427 -0.37152648],1,[-4.688702   3.3989582],0,0,[0.00030721 0.99969279]
[-0.79465985 -0.73418003],0,[-5.8035097  4.0511913],0,0,[0.0000525 0.9999475]
[-0.9147944  -0.36950904],1,[-4.6456647  3.3669677],0,0,[0.00033114 0.99966886]
[-0.785107   -0.73154867],0,[-5.760248   4.0193768],0,0,[0.00005659 0.99994341]
[-0.83944464 -0.7076179 ],0,[-5.839893  4.094302],0,1,[0.00004849 0.99995151]
[-0.10572674  0.03055959],1,[-0.223441    0.18941122],1,0,[0.39822841 0.60177159]
[ 0.0398243 -0.3508714],0,[-1.3678489  0.8537622],0,0,[0.09782652 0.90217348]
[-0.36758912 -0.1707315 ],1,[-1.961966   1.4136004],0,0,[0.03306786 0.96693214]
[-0.3958135 -0.5212986],0,[-3.556483  2.442062],0,0,[0.00247621 0.99752379]
[-0.63341093 -0.5566435 ],0,[-4.5036883  3.1512856],0,0,[0.00047346 0.99952654]
[-0.74016815 -0.6502847 ],0,[-5.2619963  3.6819305],0,0,[0.00013051 0.99986949]
[-0.89148235 -0.3404906 ],1,[-4.4434066  3.22773  ],0,0,[0.00046587 0.99953413]
[-0.75554866 -0.7219812 ],0,[-5.620289   3.9170513],0,0,[0.0000721 0.9999279]
[-0.8265771 -0.6968637],0,[-5.7507715  4.031795 ],0,0,[0.00005642 0.99994358]
[-0.9224211  -0.36703122],1,[-4.660613   3.3798857],0,0,[0.00032204 0.99967796]
[-0.9314717  -0.19982159],1,[-3.9754982  2.9474125],0,0,[0.00098399 0.99901601]
[-0.9136087  -0.00562469],1,[-3.08475    2.3719485],0,0,[0.00424949 0.99575051]
[-0.8475797   0.27404675],1,[-1.6669232  1.4392356],0,0,[0.04285392 0.95714608]
[-0.23040989 -0.37592387],0,[-2.3803527  1.6191137],0,0,[0.01799564 0.98200436]
[-0.6211319  -0.19620214],1,[-2.9203415  2.1370373],0,1,[0.00632199 0.99367801]
[ 0.11936852 -0.3099222 ],0,[-0.92615914  0.53695226],1,0,[0.18799191 0.81200809]
[-0.03433946 -0.34290862],0,[-1.582235   1.0233576],0,0,[0.06877936 0.93122064]
[-0.44241568 -0.17529587],1,[-2.2321723  1.6190552],0,0,[0.02081132 0.97918868]
[-0.4474998 -0.5529321],0,[-3.864987   2.6616185],0,0,[0.00146183 0.99853817]
[-0.6687292 -0.5777456],0,[-4.7122974  3.299913 ],0,0,[0.00033128 0.99966872]
[-0.8616248  -0.31027317],1,[-4.2140903  3.06834  ],0,0,[0.00068704 0.99931296]
[-0.89513415 -0.15190643],1,[-3.6487503  2.723063 ],0,0,[0.00170614 0.99829386]
[-0.6492075  -0.67947817],0,[-5.082178   3.5268838],0,0,[0.00018241 0.99981759]
[-0.8644225 -0.3311176],1,[-4.3126493  3.1323793],0,0,[0.000584 0.999416]
[-0.7351676 -0.7141633],0,[-5.5185595  3.8431673],0,0,[0.00008594 0.99991406]
[-0.8945863  -0.35398182],1,[-4.51153   3.272514],0,0,[0.00041615 0.99958385]
[-0.7637014 -0.7246858],0,[-5.659173   3.9454536],0,0,[0.00006741 0.99993259]
[-0.8300871 -0.6998592],0,[-5.775347   4.0490146],0,0,[0.00005411 0.99994589]
[-0.8494764 -0.7221207],0,[-5.935553   4.1597137],0,0,[0.00004127 0.99995873]
[-0.8627405 -0.7293242],0,[-6.010811   4.2135653],0,1,[0.00003627 0.99996373]
[ 0.11936852 -0.3099222 ],0,[-0.92615914  0.53695226],1,0,[0.18799191 0.81200809]
[-0.23747337 -0.15227689],1,[-1.4471036  1.0276645],0,0,[0.07764607 0.92235393]
[-0.27774405 -0.46057558],0,[-2.9011242  1.9719737],0,0,[0.00759156 0.99240844]
[-0.67760915 -0.23082635],1,[-3.2576914  2.3771048],0,0,[0.0035587 0.9964413]
[-0.8045134  -0.09874199],1,[-3.1176882  2.3443823],0,0,[0.00422682 0.99577318]
[-0.5610004 -0.643721 ],0,[-4.633682   3.2018821],0,0,[0.00039526 0.99960474]
[-0.74059886 -0.6228261 ],0,[-5.145953   3.6081886],0,0,[0.00015778 0.99984222]
[-0.7965771 -0.6899404],0,[-5.620646   3.9355378],0,0,[0.00007076 0.99992924]
[-0.912371   -0.35988152],1,[-4.596353   3.3344717],0,0,[0.00035936 0.99964064]
[-0.9254985  -0.19417723],1,[-3.9313369  2.916618 ],0,0,[0.0010605 0.9989395]
[-0.7019227  -0.69797313],0,[-5.3379135  3.7132783],0,0,[0.00011724 0.99988276]
[-0.88293135 -0.34415087],1,[-4.430421   3.2156513],0,0,[0.00047769 0.99952231]
[-0.7518525  -0.72052443],0,[-5.601673   3.9035459],0,0,[0.00007446 0.99992554]
[-0.90029866 -0.3584274 ],1,[-4.549688   3.2993677],0,0,[0.00038997 0.99961003]
[-0.919332   -0.19414628],1,[-3.9105463  2.9006276],0,1,[0.00110019 0.99889981]
[ 0.11936852 -0.3099222 ],0,[-0.92615914  0.53695226],1,0,[0.18799191 0.81200809]
[-0.03433946 -0.34290862],0,[-1.582235   1.0233576],0,0,[0.06877936 0.93122064]
[-0.25336388 -0.40403214],0,[-2.577517   1.7549467],0,0,[0.01296485 0.98703515]
[-0.6463041  -0.21191058],1,[-3.071882   2.2447896],0,0,[0.00488508 0.99511492]
[-0.7863563 -0.0841048],1,[-2.9942322  2.2576456],0,0,[0.00521038 0.99478962]
[-0.5411514 -0.6345707],0,[-4.5280347  3.1257386],0,0,[0.00047403 0.99952597]
[-0.73094255 -0.6150889 ],0,[-5.080498   3.5621886],0,0,[0.00017638 0.99982362]
[-0.79106957 -0.68644977],0,[-5.5872602  3.911816 ],0,0,[0.00007492 0.99992508]
[-0.91037565 -0.35805526],1,[-4.581855   3.3243463],0,0,[0.00036832 0.99963168]
[-0.9242889  -0.19266967],1,[-3.9208345  2.9093885],0,0,[0.00107945 0.99892055]
[-0.9072618   0.00207948],1,[-3.0305235  2.334575 ],0,0,[0.00465523 0.99534477]
[-0.83956456  0.28336537],1,[-1.6002002  1.393158 ],0,0,[0.04772683 0.95227317]
[-0.6070714   0.63616955],1,[ 0.68821    -0.16830444],0,0,[0.70193191 0.29806809]
[0.00774662 0.86980593],1,[ 3.7475681 -2.3911023],0,0,[0.99784686 0.00215314]
[0.53376263 0.7427692 ],0,[ 4.9662275 -3.4016323],0,1,[0.99976784 0.00023216]
[ 0.11936852 -0.3099222 ],0,[-0.92615914  0.53695226],1,0,[0.18799191 0.81200809]
[-0.23747337 -0.15227689],1,[-1.4471036  1.0276645],0,0,[0.07764607 0.92235393]
[-0.27774405 -0.46057558],0,[-2.9011242  1.9719737],0,0,[0.00759156 0.99240844]
[-0.54084486 -0.5075077 ],0,[-3.9833462  2.7785697],0,0,[0.00115567 0.99884433]
[-0.68955433 -0.6142405 ],0,[-4.9382133  3.453117 ],0,0,[0.00022677 0.99977323]
[-0.7768373  -0.67129254],0,[-5.4747276  3.8337853],0,0,[0.00009064 0.99990936]
[-0.9047611  -0.35186866],1,[-4.5365744  3.292999 ],0,0,[0.00039764 0.99960236]
[-0.92078936 -0.18741223],1,[-3.8866155  2.8860297],0,0,[0.00114335 0.99885665]
[-0.6931618 -0.6951474],0,[-5.296473  3.682977],0,0,[0.00012596 0.99987404]
[-0.798919  -0.6731879],0,[-5.5568132  3.8959112],0,0,[0.00007847 0.99992153]
[-0.83083415 -0.7109009 ],0,[-5.8250937  4.0810413],0,0,[0.00004987 0.99995013]
[-0.85237736 -0.7226665 ],0,[-5.947607  4.168685],0,0,[0.00004041 0.99995959]
[-0.9324532  -0.37817344],1,[-4.7418957  3.4361374],0,0,[0.00028067 0.99971933]
[-0.80435735 -0.736762  ],0,[-5.847045   4.0832443],0,0,[0.00004868 0.99995132]
[-0.91806376 -0.37195826],1,[-4.667097   3.3820777],0,1,[0.00031926 0.99968074]
[ 0.11936852 -0.3099222 ],0,[-0.92615914  0.53695226],1,0,[0.18799191 0.81200809]
[-0.03433946 -0.34290862],0,[-1.582235   1.0233576],0,0,[0.06877936 0.93122064]
[-0.44241568 -0.17529587],1,[-2.2321723  1.6190552],0,0,[0.02081132 0.97918868]
[-0.6740076  -0.07724632],1,[-2.5885072  1.9491503],0,0,[0.01058519 0.98941481]
[-0.484501  -0.6057897],0,[-4.2151055  2.901153 ],0,0,[0.00081114 0.99918886]
[-0.70122075 -0.5929916 ],0,[-4.88638    3.4252844],0,0,[0.00024557 0.99975443]
[-0.8738252  -0.31923234],1,[-4.293296   3.1242335],0,0,[0.00060027 0.99939973]
[-0.9019281  -0.15925562],1,[-3.7029555  2.7606218],0,0,[0.00155678 0.99844322]
[-0.88575405  0.04171197],1,[-2.788896   2.1710572],0,0,[0.00696441 0.99303559]
[-0.8066316  0.334913 ],1,[-1.2693161  1.1676884],0,0,[0.08039409 0.91960591]
[-0.53054273  0.68111813],1,[ 1.1369095  -0.48823822],0,0,[0.83550384 0.16449616]
[0.3176051  0.35965264],0,[ 2.6028466 -1.7996743],0,0,[0.98790173 0.01209827]
[0.5885239  0.33998328],1,[ 3.4262938 -2.4448786],0,0,[0.99718836 0.00281164]
